Id.,Category,Definition,Author(s),Source,Year
AGISI-HI-247,HI definition,"Human intelligence is extremely diverse, it is a property of an animal that is considered to be human - it includes ability to reason, ability to feel empathy, ability to feel an aesthetic desire, among others.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-273,HI definition,[Human intelligence is] ability to adapt cleverly to new circumstances.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-370,HI definition,"In the same way as machine intelligence: Intelligence is the ability to form, maintain, and update an information processing structure that is able to reliably and consistently generate ""exformation"" (as defined by Tor Norretranders in ""the user illusion"") from the information it receives and to output information that results from this exformation-generating process.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-436,HI definition,"[Human intelligence is] the ability to further one's goals (some of which may conflict) in a challenging, and changing, environment.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-448,HI definition,Intelligence is closely related to autonomous behavior and not only the ability to solve a single type of problem or behave rationally as repeatedly mentioned through this survey.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-481,HI definition,"Intelligence is the ability to solve information-processing problems in general, across a wide range of domains likely to occur in our universe but not necessarily foreseen by the system's creators. This naturally implies a need to work under a variety of constraints on knowledge, time and other resources.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-487,HI definition,[Human intelligence is the] ability to learn and to understand the structure and underlying mechanisms of the nature and the society,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-520,HI definition,"[Human intelligence is the] ability to respond to environment, derive conclusions, improve the cognitive basis based on experience, including the ability to construct behavioral model on oneself.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-537,HI definition,[Human intelligence is] the capability of a human to solve complex problems effectively and efficiently.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-554,HI definition,Intelligence is what is measured by intelligence tests.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-183,HI definition,[Human intelligence is] the ability to adapt under insufficient knowledge and limited resources.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-203,HI definition,"[Human intelligence] has to cover solving puzzles, walking upright, reading people's emotions from their faces, using language, etc.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-301,HI definition,Human intelligence is a patchwork of subsystems that evolved in our brain. There is nothing rational or optimal there. It is barely adequate for dealing with and adapting to changing environments. We therefore need to identify specific subsystems making up human intelligence and understand their interactions without trying to give one single definition of this rather random and ill-defined aggregate of properties.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-544,HI definition,"[Human intelligence is] intelligent behavior displayed by humans. [...] Intelligent behavior would be a yet-to-clarify set of strategies or patterns stemming from Darwinian evolution, linked to enhanced fitness, and exploiting previously existing mathematical principles.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-021,HI definition,[Human intelligence is] animal intelligence with the ability to maintain deeper hierarchies of abstraction.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-095,HI definition,Learning might be a crucial part for [human] intelligence.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-368,HI definition,"Human intelligence is a particular instance of the more general definition of intelligence including the artificial intelligences. The two should not be equated, because there may be forms of intelligence that an unaltered human is not capable of emulating.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-526,HI definition,"Intelligence and the deviation from it is a common-sense notion that people use in everyday life to explain the behavior of others, but as such it should be studied in mind of the attributer rather than the one it is attributed to.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
