Id.,Category,Definition,Author(s),Source,Year
AGISI-HI-428,HI definition,"[Human intelligence is] possessing a working memory (aka attention) with a capacity of more than one idea, concept, feature, or ""chunk"", and an executive function capable of operating on and combining the items in that short-term memory. The greater the capacity of the working memory, and the greater the ability of the executive function to keep items in that limited capacity working memory while it is operating on them (avoiding intrusion of extraneous items), the greater the intelligence.","Johnson, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-433,HI definition,"Intelligence is our ability to coordinate and leverage our thoughts, resources and actions and reactions.","Gall, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-438,HI definition,"[Human intelligence is] the ability to use experience and reasoning in an interrelated way, to obtain and meet purposes, including through logic, reasoning, changing reasoning, and meaning acquisition and creation (grounding meanings in experiences).","King, T. C.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-443,HI definition,"[Human intelligence is] undistinguishable to a human being, and being able to interact with its environment and changing its existing set of algorithms and algorithm-processing capabilities, as a response to an identified contradiction, or unknown quantity or quality, compared to the relationships and communication skills already incorporated.","Laudal, T.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-447,HI definition,"Intelligence is the function or ability that provide living beings with ""means"" to manage the whole set of ""available knowledge,"" allowing the creature for the strength of individual self-autonomy. I am referring ""available knowledge"" as the entire set of information within the system that the system can manage, whatever the type (rules, inferences, learned knowledge, etc.). I am referring ""means"" as the entire set of tools and capabilities within the system that allows for managing knowledge. I am referring self-autonomy as the ability to manage the own goals.","Sánchez Escribano, M. G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-449,HI definition,Humans of high intelligence are characterised by their knowledge and their ability to integrate this knowledge with information about a specific problem to arrive at a solution unobtainable from simple analysis.,"Martin, W. E.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-453,HI definition,[Human intelligence is] successful (intentional) goal achievement.,"Allwood, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-466,HI definition,"[Human intelligence is] multiple platforms of being, some we know, some we do not know.","Musikanski, L.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-471,HI definition,"Ants and humans all have their own intelligence required for competition. [Human intelligence is] mental skills needed for competition in the environment of each individual of a machine species (e.g., type or model), across each time of the machine life.","Wenig, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-476,HI definition,"[Human intelligence is] distinguishing potential for intelligent behavior from intelligent actions and processes in which people are engaged. Strictly speaking we should talk about potential for intelligent behavior, people with such high potential sometimes do stupid things, so not all actions of people with high potential are intelligent.","Duch, W.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-479,HI definition,Intelligence [is] producing utility for information. Human intelligence [is] when humans do this.,"Sanz, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-483,HI definition,"An animal is intelligent if it can solve a task with a procedure / behavior that is adaptive to small changes of the task (not only hardwired like an ant running around an obstacle). The more tasks that can be solved, the more varied and flexible the solving procedures are, the more intelligent is the animal. It shows general intelligence if it can basically solve all tasks for which its physiology allows a solution.","Zweig, K. A.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-488,HI definition,"Intelligence is an emergent property of brains that allows consciously making sense of our perceptions, learning in a diversity of ways, reasoning and planning under uncertainty, acting and adapting to dynamic situations, and communicating through different modalities. It also allows us inventing useful tools and being imaginative. I would add that it does not make much sense to talk of intelligence without taking into account its social dimension. What makes society to progress is the social intelligence that is the result of the collection of each one of our individual intelligences.","López de Mántaras, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-489,HI definition,"[Human intelligence] is the capacity to deal with an infinite number of situations, not necessarily perfectly but good enough for being adapted to the environment.","Rybarczyk, Y.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-490,HI definition,Human intelligence is the effective and economic allocation of means to set goals.,"Jorion, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-494,HI definition,[Human intelligence is] the ability to revisit recurrent situations through heuristic approaches of understanding.,"Stinson, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-497,HI definition,"[Human intelligence is] perception, emotional, reasoning and acting capabilities of individuals so that cognitive properties like selfhood and ego can emerge and be identified.","González, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-503,HI definition,"A [human] is intelligent when he is self aware and can find his place in a world. A world may contain space, time, objects and other intelligences (be they machine, organic, physical, software, etc). To find his place means to have a meaningful existence. To have a meaningful existence means that he can select and work towards achieving short or long term goals that create value to the machine and / or the community.","Spanoudakis, N.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-507,HI definition,[Human intelligence is the] ability to understand.,"S., Y.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-533,HI definition,"Human intelligence refers - rather imprecisely - to a broad set of practical, intellectual, social and emotional capabilities that we need for a good life and appreciate to find in our interactions with others.","Ghallab, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-538,HI definition,"Human intelligence is simply intelligence as typically manifested by the human organism. It is simply intelligence hard-wired to care about social / emotional interactions (due to our mammilian heritage), driven by goal-seeking behavior that reinforces self-preservation, pleasurable activities, reproduction, and societal dominance and membership. One could also define octopus intelligence, dolphin intelligence, elephant intelligence, etc. These would all simply be instantiations of intelligence with external, hard-wired goals and drives that vary from organism to organism, all sharing the base, common life-preservation drives.","Mandrake, L.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-543,HI definition,Intelligence is any process that actively manipulate the degrees of freedom of a system in such a way that it tends to maximize the diversity and reward of the futures the system can reach in a time horizon.,"Hernández Cerezo, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-547,HI definition,Human intelligence extends the problem solving capacity of natural intelligence to the larger dimension of imagined possible scenarios composed of abstract knowledge representations.,"Torres, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-548,HI definition,Human intelligence corresponds to the depth of recursive reflection we employ when acting as limited creatures in an open-ended environment.,"van Bergen, E.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-549,HI definition,"Intelligence is an abstract word used to define a broad range of capabilities including reasoning, abstraction, problem solving, decision making, knowledge representation and consolidation. It is a crucial part of the underlining fabric of behavior.","Ugot, O.-A.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-553,HI definition,[Human intelligence is] to rationalise your environmental circumstances and adapt where necessary to sustain yourself in those and future circumstances.,"Donaldson, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-556,HI definition,[Human intelligence is] getting from situation a to situation b without aggravating (set of) actor(s) c.,"van Oers, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-034,HI definition,"Human intelligence includes a capacity for logic, understanding, self-awareness, learning, emotional knowledge, planning, creativity, and problem solving. It can be more generally described as the ability to perceive information, and to retain it as knowledge to be applied towards adaptive behaviors within an environment or context. It is the intellectual power of humans, which is marked by high level cognition, motivation, and self-awareness. Intelligence supports humans to remember descriptions of things and use those descriptions in future behaviors. It is a cognitive process. It gives humans the cognitive abilities to learn, form concepts, understand, and reason, including the capacities to recognize patterns, comprehend ideas, plan, problem solve, and use language to communicate. Intelligence enables humans to experience and think. A proper definition will include intelligence in animals, plants and machines.","Woolf, B.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-097,HI definition,"[Human intelligence is] the collection of capacities that enable effective problem-solving, understanding, communication, interaction with the world, and learning from experience.","Burke, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-201,HI definition,[Human intelligence is the] forms of interaction with the world that are unique to humans and rely on the structures of the nervous system beyond just the brain stem.,"McNeill, W. P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-371,HI definition,"Human intelligence is an expected capability that is not always active, that varies a lot even for a single individual, etc. So doing, one could see a difference with a machine intelligence that is always active, never tired, never distracted, never hungry, never angry, etc.","Ridoux, O.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-172,HI definition,"With human beings we can talk about consciousness as a property, and experience, memory, empathy, rationality. But intelligence in humans either needs to be about the sum total of all these things, in which case it is merely a meta-definition. Or else, it is a judgement about how ""smart"" you are, or how you can be ranked in terms of something like IQ.","Crowley, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-401,HI definition,"Human intelligence applies (sometimes quite incomplete) knowledge, information and data in order to successfully adapt to a mix of external contextual environments.","Lloyd, K. A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-445,HI definition,[Human intelligence is] an evolved cognitive resource which depends on the uniquely reflexive character of human consciousness.,"Pickering, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-005,HI definition,"Intelligence (whether we're speaking of a human or a machine) is the ability to put one's finger on the essence of situations that one faces, and to do so reasonably rapidly. Intelligence is the art of rapid and reliable gist-finding, crux-spotting, bull's-eye hitting, nub-striking, essence-pinpointing. It is the art of, when one is facing a new situation, swiftly and surely homing in on an insightful precedent (or family of precedents) stored in the recesses of one's memory. That, no more and no less, is what it means to isolate the crux of a new situation. And this is nothing but the ability to find close analogues, which is to say, the ability to come up with strong and useful analogies.","Hofstadter, D.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-226,HI definition,"Intelligence is the repertoire of skills, knowledge, learning sets, and generalization tendencies of an individual which allow them to see relationships and use this to solve problems.","Azencott, C.-A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-276,HI definition,"We should take into account an evolutionary dimension. The brain evolved to extend the lifespan and the probability of reproduction. Intelligence is a consequence of evolution and human intelligence must be considered a sub-category. If we want to define ""human"" intelligence we should better understand its evolutionary path.","Patacchiola, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-310,HI definition,"[Human intelligence is] the combination of one's ontology, and perception toward embodied cognitive coupling to the environment and behaviors in the cognitive niche","Uzzo, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-421,HI definition,[Human intelligence is] the ability to adapt to the challenges faced in our environment.,"Eachus, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-026,HI definition,"Human intelligence is simply an evolved capability for the species to survive in its environment. However, as a result of this the capacity for a multitude of various cognitive processing types has emerged - for example - language.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-082,HI definition,"[Human intelligence is] a system that can explain its actions, to humans and with human-level ontological terminology",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-100,HI definition,"The creation of a machine intelligence is the creation of a machine able to find its own goals, learn independently, and achieve its goals based on the data available.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-116,HI definition,"[Human] intelligence relates to the capability of [human] systems to perform tasks, in an efficient manner related to their available resources, to learn from experience, and to generalize over such learning.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-130,HI definition,"Intelligence is about understanding the context within which one finds oneself, retaining some conception of it, and behaving appropriately within that context. By 'context' I mean: Senses: What are the objects around me, and what is their function? What are the sounds I am hearing, and what do they mean? Likewise for other senses... Location: Where am I immediately, and regionally? Events: What is happening right now, within the last hour, the last month? What am I doing? What are other entities doing?",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-194,HI definition,[Human intelligence is the] ability to understand and solve problems.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-247,HI definition,"Human intelligence is extremely diverse, it is a property of an animal that is considered to be human - it includes ability to reason, ability to feel empathy, ability to feel an aesthetic desire, among others.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-273,HI definition,[Human intelligence is] ability to adapt cleverly to new circumstances.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-370,HI definition,"In the same way as machine intelligence: Intelligence is the ability to form, maintain, and update an information processing structure that is able to reliably and consistently generate ""exformation"" (as defined by Tor Norretranders in ""the user illusion"") from the information it receives and to output information that results from this exformation-generating process.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-436,HI definition,"[Human intelligence is] the ability to further one's goals (some of which may conflict) in a challenging, and changing, environment.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-448,HI definition,Intelligence is closely related to autonomous behavior and not only the ability to solve a single type of problem or behave rationally as repeatedly mentioned through this survey.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-481,HI definition,"Intelligence is the ability to solve information-processing problems in general, across a wide range of domains likely to occur in our universe but not necessarily foreseen by the system's creators. This naturally implies a need to work under a variety of constraints on knowledge, time and other resources.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-487,HI definition,[Human intelligence is the] ability to learn and to understand the structure and underlying mechanisms of the nature and the society,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-520,HI definition,"[Human intelligence is the] ability to respond to environment, derive conclusions, improve the cognitive basis based on experience, including the ability to construct behavioral model on oneself.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-537,HI definition,[Human intelligence is] the capability of a human to solve complex problems effectively and efficiently.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-554,HI definition,Intelligence is what is measured by intelligence tests.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-183,HI definition,[Human intelligence is] the ability to adapt under insufficient knowledge and limited resources.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-203,HI definition,"[Human intelligence] has to cover solving puzzles, walking upright, reading people's emotions from their faces, using language, etc.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-301,HI definition,Human intelligence is a patchwork of subsystems that evolved in our brain. There is nothing rational or optimal there. It is barely adequate for dealing with and adapting to changing environments. We therefore need to identify specific subsystems making up human intelligence and understand their interactions without trying to give one single definition of this rather random and ill-defined aggregate of properties.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-544,HI definition,"[Human intelligence is] intelligent behavior displayed by humans. [...] Intelligent behavior would be a yet-to-clarify set of strategies or patterns stemming from Darwinian evolution, linked to enhanced fitness, and exploiting previously existing mathematical principles.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-021,HI definition,[Human intelligence is] animal intelligence with the ability to maintain deeper hierarchies of abstraction.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-095,HI definition,Learning might be a crucial part for [human] intelligence.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-368,HI definition,"Human intelligence is a particular instance of the more general definition of intelligence including the artificial intelligences. The two should not be equated, because there may be forms of intelligence that an unaltered human is not capable of emulating.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-526,HI definition,"Intelligence and the deviation from it is a common-sense notion that people use in everyday life to explain the behavior of others, but as such it should be studied in mind of the attributer rather than the one it is attributed to.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2018
